2.1921,0.2041,2.8733,0.485,8.5125,1.1805,3.4124,0.74537
2.6309,0.19455,3.3178,0.47145,8.8942,1.0174,3.9169,0.78896
2.832,0.20635,2.7316,0.39384,9.3338,1.0032,3.7956,0.78329
3.586,0.28758,2.5616,0.35546,8.3934,0.94835,4.057,0.8061
3.2201,0.1933,2.2854,0.24908,8.9307,0.99185,3.507,0.78066
3.2342,0.17527,2.3967,0.23924,8.4039,0.89767,3.5277,0.7745
