0.90769,0.90769,0.90769,0.90769,0.90769,0.90769,0.42803,0.42803,0.42803,0.42803,0.42803,0.42803,1.9981,1.9981,1.9981,1.9981,1.9981,1.9981,0.78015,0.78015,0.78015,0.78015,0.78015,0.78015
0.49015,0.49015,0.49015,0.49015,0.49015,0.49015,0.57148,0.57148,0.57148,0.57148,0.57148,0.57148,1.9067,1.9067,1.9067,1.9067,1.9067,1.9067,0.68405,0.68405,0.68405,0.68405,0.68405,0.68405
0.25901,0.25901,0.25901,0.25901,0.25901,0.25901,0.56564,0.56564,0.56564,0.56564,0.56564,0.56564,0.88201,0.88201,0.88201,0.88201,0.88201,0.88201,0.80855,0.80855,0.80855,0.80855,0.80855,0.80855
0.18193,0.18193,0.18193,0.18193,0.18193,0.18193,0.49744,0.49744,0.49744,0.49744,0.49744,0.49744,0.56656,0.56656,0.56656,0.56656,0.56656,0.56656,0.78896,0.78896,0.78896,0.78896,0.78896,0.78896
0.15136,0.15136,0.15136,0.15136,0.15136,0.15136,0.49469,0.49469,0.49469,0.49469,0.49469,0.49469,0.44225,0.44225,0.44225,0.44225,0.44225,0.44225,0.72932,0.72932,0.72932,0.72932,0.72932,0.72932
0.13056,0.13056,0.13056,0.13056,0.13056,0.13056,0.32699,0.32699,0.32699,0.32699,0.32699,0.32699,0.3486,0.3486,0.3486,0.3486,0.3486,0.3486,0.74899,0.74899,0.74899,0.74899,0.74899,0.74899
