3.153,0.14619,3.4305,0.3575,10.995,0.89679,3.4633,0.47833
3.4284,0.15611,3.61,0.4019,11.058,0.93289,3.5092,0.50628
3.573,0.13744,3.5929,0.41097,11.028,0.89974,3.4577,0.50275
2.2388,0.63619,3.4765,0.39699,11.064,0.92369,3.5222,0.53713
2.9233,0.63813,3.1455,0.32327,11.073,0.93434,3.541,0.54323
4.0877,0.1811,3.4012,0.34202,11.58,0.95314,3.5409,0.53732
